ID,u? (Taxon used?),1st taxon,Taxon used,multiple taxa?,Taxon,Date,CC (ml),min,max,mean
Predmosti 4,1,hs,hs,0,hs,27,1500,1500,,1500
Predmosti 4,1,hs,hs,0,hs,27,1518,1518,,1518
Predmosti 9,1,hs,hs,0,hs,27,1555,1555,,1555
Dolni Vestonice 3,1,hs,hs,0,hs,26,1293,1293,,1293
Dolni Vestonice 3,1,hs,hs,0,hs,26,1322,1322,,1322
Pavlov 1,1,hs,hs,0,hs,26,1522,1522,,1522
Combe Capelle,1,hs,hs,0,hs,25,1440,1440,,1440
Gibraltar 2 (adult),1,n,n,0,n,25,1650,1650,,1650
Gibraltar 2 (child),1,n,n,0,n,25,1300,1300,,1300
Gibraltar 2 (child),1,n,n,0,n,25,1400,1400,,1400
Pataud 1,1,hs,hs,0,hs,21,1380,1380,,1380
Boskop,1,hs,hs,0,hs,20,1630,1630,,1630
Boskop,1,hs,hs,0,hs,20,1650,1650,,1650
Boskop,1,hs,hs,0,hs,20,1700,1700,,1700
Boskop,1,hs,hs,0,hs,20,1717,1717,,1717
Boskop,1,hs,hs,0,hs,20,1832,1832,,1832
Boskop,1,hs,hs,0,hs,20,1950,1950,,1950
Boskop,1,hs,hs,0,hs,20,1630-1700,1630,1700,1665
Barma Grande 2,1,hs,hs,0,hs,19,1748,1748,,1748
Barma Grande 2,1,hs,hs,0,hs,19,1880,1880,,1880
Arene Candide 1-IP,1,hs,hs,0,hs,19,1490,1490,,1490
Minatogawa 1,1,hs,hs,0,hs,18,1390,1390,,1390
Minatogawa 2,1,hs,hs,0,hs,18,1170,1170,,1170
Minatogawa 4,1,hs,hs,0,hs,18,1090,1090,,1090
Brno 1,1,hs,hs,0,hs,18,1600,1600,,1600
Brno (female),1,hs,hs,0,hs,18,1250,1250,,1250
Brno 2,1,hs,hs,0,hs,18,1543,1543,,1543
Taza 1 (f),1,hs,hs,0,hs,16,1125,1125,,1125
Cape Flats,1,hs,hs,0,hs,15,1230,1230,,1230
"Tuinplass, (Springbok)",1,hs,hs,0,hs,15,1540,1540,,1540
Wadjak 1,1,hs,hs,0,hs,15,1475,1475,,1475
Wadjak 1,1,hs,hs,0,hs,15,1550,1550,,1550
Wadjak 1,1,hs,hs,0,hs,15,1593,1593,,1593
Wadjak 2,1,hs,hs,0,hs,15,1650,1650,,1650
Saint Germain-la-Riviere 1,1,hs,hs,0,hs,15,1354,1354,,1354
WLH 50 (Willandra Lakes hominid 50),1,hs,hs,0,hs,15,1540,1540,,1540
Fish Hoek 1 (Skildergat cave),1,hs,hs,0,hs,14,1550,1550,,1550
Fish Hoek 1 (Skildergat cave),1,hs,hs,0,hs,14,1600,1600,,1600
Chancelade 1,1,hs,hs,0,hs,13,1530,1530,,1530
Chancelade 1,1,hs,hs,0,hs,13,1650,1650,,1650
Chancelade 1,1,hs,hs,0,hs,13,1700,1700,,1700
Chancelade 1,1,hs,hs,0,hs,13,1710,1710,,1710
Keilor,1,hs,hs,0,hs,13,1593,1593,,1593
Keilor,1,hs,hs,0,hs,13,1464,1464,,1464
Bruniquel 2,1,hs,hs,0,hs,12,1555,1555,,1555
Cap Blanc 1,1,hs,hs,0,hs,12,1434,1434,,1434
Oberkassel 1,1,hs,hs,0,hs,12,1500,1500,,1500
Oberkassel 2,1,hs,hs,0,hs,12,1306,1306,,1306
Oberkassel 2,1,hs,hs,0,hs,12,1370,1370,,1370
Talgai 1,1,hs,hs,0,hs,12,1300,1300,,1300
Talgai 1,1,hs,hs,0,hs,12,1370,1370,,1370
San Teodoro 7 (ST7),1,hs,hs,0,hs,12,1500,1500,,1500
San Teodoro 1,1,hs,hs,0,hs,11,1565,1565,,1565
San Teodoro 2,1,hs,hs,0,hs,11,1569,1569,,1569
San Teodoro 3,1,hs,hs,0,hs,11,1560,1560,,1560
San Teodoro 5,1,hs,hs,0,hs,11,1484,1484,,1484
Arene Candide 1,1,hs,hs,0,hs,11,1414,1414,,1414
Arene Candide 2,1,hs,hs,0,hs,11,1424,1424,,1424
Arene Candide 4,1,hs,hs,0,hs,11,1520,1520,,1520
Arene Candide 5,1,hs,hs,0,hs,11,1661,1661,,1661
Ofnet 21.1,1,hs,hs,0,hs,11,1500,1500,,1500
Ofnet 24.1,1,hs,hs,0,hs,11,1420,1420,,1420
Palli Aike 773,1,hs,hs,0,hs,11,1480,1480,,1480
Veryier 1,1,hs,hs,0,hs,10,1430,1430,,1430
Cohuna,1,hs,hs,0,hs,10,1260,1260,,1260
Cohuna,1,hs,hs,0,hs,10,1450,1450,,1450
Gamble’s Cave,1,hs,hs,0,hs,10,1500,1500,,1500
Gamble’s Cave 4,1,hs,hs,0,hs,10,1470,1470,,1470
Gamble’s Cave 5,1,hs,hs,0,hs,10,1530,1530,,1530
Tepexpan,1,hs,hs,0,hs,10,1540,1540,,1540
Tze-Yang,1,hs,hs,0,hs,10,1210,1210,,1210
